Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rotar, Vladimir","
MATH 10B - Calculus II (A)
",S116,54,"
39
","
84.6%
","
97.4%
","
8.88
","
B+ (3.31)
","
B (3.27)
"
"Mohanty, Sara","
MATH 10B - Calculus II (A)
",SP16,83,"
26
","
92.0%
","
80.0%
","
6.02
","
B- (2.96)
","
C+ (2.31)
"
"Carter, Anne Toulson","
MATH 10B - Calculus II (B)
",SP16,196,"
80
","
77.9%
","
90.9%
","
6.37
","
B (3.00)
","
C+ (2.57)
"
"Eggers, John Dietrich","
MATH 10B - Calculus II (A)
",WI16,340,"
174
","
78.3%
","
69.9%
","
6.24
","
B- (2.92)
","
C+ (2.37)
"
"Barrese, Kenneth William","
MATH 10B - Calculus II (B)
",WI16,194,"
101
","
67.0%
","
72.2%
","
4.76
","
B (3.01)
","
C+ (2.46)
"
"Bowers, Adam R.","
MATH 10B - Calculus II (A)
",FA15,292,"
233
","
90.9%
","
97.4%
","
5.89
","
B (3.07)
","
C+ (2.37)
"
"Tiee, Christopher Landrick","
MATH 10B - Calculus II (B)
",FA15,205,"
100
","
83.9%
","
45.2%
","
4.56
","
B+ (3.45)
","
B+ (3.53)
"
"Cummings, Jonathan James","
MATH 10B - Calculus II (A)
",S215,47,"
29
","
92.9%
","
96.4%
","
7.17
","
B+ (3.40)
","
B- (2.89)
"
"Tait, Michael","
MATH 10B - Calculus II (A)
",S115,50,"
41
","
87.8%
","
90.2%
","
9.43
","
B (3.05)
","
C+ (2.62)
"
"Chow, Bennett","
MATH 10B - Calculus II (A)
",SP15,203,"
89
","
79.3%
","
67.1%
","
5.36
","
B (3.08)
","
C+ (2.52)
"
"Banaszak, Grzegorz Marian","
MATH 10B - Calculus II (B)
",SP15,114,"
41
","
75.0%
","
65.0%
","
5.00
","
B (3.18)
","
C (2.21)
"
"Stevens, Laura Jeanne","
MATH 10B - Calculus II (A)
",WI15,280,"
127
","
94.3%
","
98.4%
","
5.67
","
B (3.08)
","
C+ (2.48)
"
"Mohanty, Sara","
MATH 10B - Calculus II (C)
",WI15,190,"
79
","
79.2%
","
79.2%
","
5.28
","
B- (2.81)
","
C+ (2.33)
"
"Stevens, Laura Jeanne","
MATH 10B - Calculus II (A)
",FA14,340,"
171
","
96.8%
","
98.7%
","
5.75
","
B+ (3.46)
","
B- (2.82)
"
"Banaszak, Grzegorz Marian","
MATH 10B - Calculus II (B)
",FA14,153,"
68
","
82.5%
","
31.6%
","
5.27
","
B+ (3.38)
","
B+ (3.42)
"
"Li, Xiaolong","
MATH 10B - Calculus II (A)
",S214,44,"
7
","
85.7%
","
42.9%
","
8.79
","
C+ (2.67)
","
B- (2.84)
"
"Kim, Yeon Kyung","
MATH 10B - Calculus II (A)
",S114,48,"
7
","
57.1%
","
71.4%
","
7.36
","
C+ (2.43)
","
C+ (2.61)
"
"Wilson, Andrew Timothy","
MATH 10B - Calculus II (A)
",SP14,176,"
69
","
87.9%
","
86.4%
","
6.26
","
B- (2.82)
","
C+ (2.52)
"
"Meier, Caleb A","
MATH 10B - Calculus II (B)
",SP14,165,"
62
","
81.4%
","
84.7%
","
6.57
","
B (3.02)
","
C+ (2.66)
"
"Bowers, Adam R.","
MATH 10B - Calculus II (A)
",WI14,342,"
174
","
92.3%
","
98.2%
","
5.77
","
B (3.20)
","
C+ (2.63)
"
"Bryan, Paul Anthony","
MATH 10B - Calculus II (B)
",WI14,142,"
65
","
77.8%
","
31.7%
","
5.47
","
B (3.00)
","
C+ (2.62)
"
"Zhao, Yanxiang","
MATH 10B - Calculus II (C)
",WI14,205,"
94
","
75.6%
","
57.8%
","
5.58
","
B (3.21)
","
C+ (2.63)
"
"Gaddis, Jason","
MATH 10B - Calculus II (A)
",FA13,283,"
172
","
88.1%
","
82.1%
","
4.92
","
B+ (3.48)
","
C+ (2.35)
"
"Briggs, Christopher Alan","
MATH 10B - Calculus II (B)
",FA13,264,"
137
","
85.0%
","
73.7%
","
6.02
","
B (3.18)
","
C+ (2.60)
"
"Briggs, Christopher Alan","
MATH 10B - Calculus II (A)
",S213,39,"
10
","
90.0%
","
100.0%
","
9.10
","
B (3.11)
","
C (2.23)
"
"Mihalik, Adam John","
MATH 10B - Calculus II (A)
",S113,50,"
10
","
88.9%
","
77.8%
","
10.50
","
C+ (2.50)
","
B- (2.75)
"
"Briggs, Christopher Alan","
MATH 10B - Calculus II (A)
",SP13,190,"
70
","
88.6%
","
87.1%
","
6.09
","
B (3.24)
","
C+ (2.56)
"
"Leskow, Jacek","
MATH 10B - Calculus II (B)
",SP13,134,"
54
","
75.9%
","
24.1%
","
5.33
","
B- (2.92)
","
C (2.20)
"
"Eggers, John Dietrich","
MATH 10B - Calculus II (A)
",WI13,305,"
116
","
83.2%
","
80.5%
","
6.10
","
B (3.10)
","
C+ (2.52)
"
"Roberts, Justin Deritter","
MATH 10B - Calculus II (B)
",WI13,136,"
46
","
84.1%
","
63.6%
","
6.03
","
B (3.02)
","
B- (2.80)
"
"Lee, Seung W","
MATH 10B - Calculus II (C)
",WI13,114,"
43
","
90.5%
","
92.9%
","
5.09
","
B+ (3.36)
","
C+ (2.48)
"
"Pollock, Sara N","
MATH 10B - Calculus II (A)
",FA12,187,"
99
","
95.7%
","
83.0%
","
5.12
","
B (3.30)
","
B- (2.97)
"
"Bowers, Adam R.","
MATH 10B - Calculus II (B)
",FA12,295,"
220
","
92.4%
","
97.2%
","
5.50
","
B+ (3.30)
","
C+ (2.62)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Sarkar, Pratyush","
MATH 10C - Calculus III (A)
",SP23,72,"
34
","
56.3%
","
35.5%
","
5.71
","
C+ (2.66)
","
C+ (2.45)
"
"Ganzberger, Geoffrey Michael","
MATH 10C - Calculus III (B)
",SP23,124,"
49
","
66.0%
","
82.6%
","
6.17
","
B- (2.90)
","
B- (2.81)
"
"Ganzberger, Geoffrey Michael","
MATH 10C - Calculus III (C)
",SP23,159,"
69
","
78.5%
","
82.8%
","
7.29
","
B (3.03)
","
B- (2.83)
"
"Ganzberger, Geoffrey Michael","
MATH 10C - Calculus III (A)
",WI23,171,"
59
","
84.2%
","
89.3%
","
6.32
","
B (3.25)
","
B- (2.80)
"
"Ganzberger, Geoffrey Michael","
MATH 10C - Calculus III (B)
",WI23,140,"
53
","
88.2%
","
96.0%
","
7.58
","
B (3.18)
","
C+ (2.65)
"
"Kim, Jesse Villeneuve","
MATH 10C - Calculus III (A)
",FA22,258,"
100
","
66.3%
","
67.4%
","
6.89
","
B (3.02)
","
B- (2.80)
"
"Nemish, Yuriy","
MATH 10C - Calculus III (B)
",FA22,185,"
146
","
70.3%
","
75.0%
","
6.75
","
B (3.08)
","
B- (2.98)
"
"Suk, Andrew Hoon","
MATH 10C - Calculus III (A)
",S222,139,"
104
","
81.6%
","
92.2%
","
8.16
","
B (3.11)
","
B (3.06)
"
"Chung, Tai-Hsuan","
MATH 10C - Calculus III (B)
",S222,23,"
4
","
66.7%
","
66.7%
","
9.83
","
C+ (2.33)
","
C+ (2.65)
"
"Eggers, John Dietrich","
MATH 10C - Calculus III (A)
",SP22,125,"
54
","
78.0%
","
71.4%
","
5.78
","
B- (2.96)
","
B- (2.74)
"
"Ganzberger, Geoffrey Michael","
MATH 10C - Calculus III (B)
",SP22,121,"
42
","
75.0%
","
92.5%
","
6.11
","
B (3.08)
","
B- (2.98)
"
"Jekel, David Andrew","
MATH 10C - Calculus III (C)
",SP22,181,"
79
","
87.0%
","
92.0%
","
6.40
","
B (3.27)
","
B- (2.87)
"
"Carter, Anne Toulson","
MATH 10C - Calculus III (A)
",WI22,212,"
99
","
81.9%
","
93.6%
","
7.06
","
B+ (3.34)
","
B- (2.84)
"
"Chan, Pak Yeung","
MATH 10C - Calculus III (B)
",WI22,168,"
71
","
87.0%
","
79.7%
","
6.47
","
B (3.13)
","
B- (2.87)
"
"Ciotti, Benjamin","
MATH 10C - Calculus III (A)
",FA21,184,"
90
","
54.0%
","
55.4%
","
9.92
","
B- (2.74)
","
C+ (2.40)
"
"Ciotti, Benjamin","
MATH 10C - Calculus III (B)
",FA21,151,"
65
","
48.4%
","
50.0%
","
8.47
","
B- (2.95)
","
C+ (2.39)
"
"Rotar, Vladimir","
MATH 10C - Calculus III (A)
",S221,94,"
59
","
72.4%
","
82.8%
","
7.33
","
B (3.12)
","
B (3.29)
"
"Jiang, He","
MATH 10C - Calculus III (B)
",S221,81,"
20
","
100.0%
","
100.0%
","
8.39
","
B (3.21)
","
B- (2.96)
"
"Lee, Kisun","
MATH 10C - Calculus III (A)
",SP21,190,"
126
","
81.0%
","
92.1%
","
7.22
","
B (3.09)
","
B (3.11)
"
"Chan, Pak Yeung","
MATH 10C - Calculus III (B)
",SP21,130,"
47
","
53.3%
","
40.0%
","
7.52
","
C+ (2.60)
","
B (3.05)
"
"Chan, Pak Yeung","
MATH 10C - Calculus III (C)
",SP21,60,"
20
","
68.4%
","
52.6%
","
6.92
","
B (3.06)
","
B (3.07)
"
"Dressler, Mareike","
MATH 10C - Calculus III (A)
",WI21,177,"
76
","
81.1%
","
91.9%
","
6.58
","
B+ (3.40)
","
B (3.11)
"
"Lee, Kisun","
MATH 10C - Calculus III (B)
",WI21,148,"
100
","
84.7%
","
87.8%
","
6.81
","
B+ (3.37)
","
B+ (3.53)
"
"Um, Ko Woon","
MATH 10C - Calculus III (A)
",FA20,257,"
94
","
83.5%
","
92.3%
","
7.16
","
B (3.14)
","
B (3.10)
"
"Au, Benson C","
MATH 10C - Calculus III (B)
",FA20,144,"
66
","
89.1%
","
93.7%
","
7.34
","
B (3.23)
","
B (3.08)
"
"Rotar, Vladimir","
MATH 10C - Calculus III (A)
",S220,146,"
105
","
87.6%
","
91.3%
","
8.61
","
B+ (3.38)
","
B+ (3.47)
"
"Yang, Zi","
MATH 10C - Calculus III (A)
",SP20,190,"
80
","
79.5%
","
87.2%
","
6.02
","
B+ (3.31)
","
B+ (3.36)
"
"Ferrara, Joseph William","
MATH 10C - Calculus III (B)
",SP20,217,"
65
","
92.3%
","
92.3%
","
6.10
","
B+ (3.46)
","
B+ (3.57)
"
"Deng, Yanxia","
MATH 10C - Calculus III (A)
",WI20,135,"
55
","
90.0%
","
94.0%
","
5.19
","
B+ (3.35)
","
B (3.04)
"
"Jiang, Zonglin","
MATH 10C - Calculus III (B)
",WI20,114,"
42
","
65.9%
","
70.7%
","
6.95
","
B- (2.93)
","
C+ (2.64)
"
"Dressler, Mareike","
MATH 10C - Calculus III (A)
",FA19,175,"
80
","
74.3%
","
47.8%
","
7.27
","
B (3.29)
","
B- (2.74)
"
"Au, Benson C","
MATH 10C - Calculus III (B)
",FA19,175,"
80
","
84.5%
","
85.9%
","
6.56
","
B+ (3.40)
","
B- (2.99)
"
"Rotar, Vladimir","
MATH 10C - Calculus III (A)
",S219,86,"
63
","
82.0%
","
86.9%
","
8.30
","
B- (2.98)
","
B- (2.83)
"
"Kitsela, Roman","
MATH 10C - Calculus III (A)
",SP19,209,"
158
","
87.8%
","
96.8%
","
6.22
","
B (3.21)
","
C+ (2.69)
"
"Um, Ko Woon","
MATH 10C - Calculus III (B)
",SP19,196,"
89
","
80.0%
","
81.3%
","
5.33
","
B (3.27)
","
B- (2.73)
"
"Kitsela, Roman","
MATH 10C - Calculus III (A)
",WI19,138,"
110
","
81.1%
","
80.2%
","
5.21
","
B (3.16)
","
B- (2.73)
"
"Tucker, Henry Jackson","
MATH 10C - Calculus III (B)
",WI19,241,"
105
","
86.7%
","
81.3%
","
5.51
","
B+ (3.61)
","
B (3.02)
"
"Um, Ko Woon","
MATH 10C - Calculus III (A)
",FA18,292,"
138
","
86.6%
","
84.1%
","
6.64
","
B (3.23)
","
C+ (2.64)
"
"Knop, Aleksandr","
MATH 10C - Calculus III (B)
",FA18,191,"
158
","
78.2%
","
74.8%
","
5.87
","
B+ (3.35)
","
B- (2.79)
"
"Rotar, Vladimir","
MATH 10C - Calculus III (A)
",S218,87,"
55
","
90.9%
","
88.9%
","
8.72
","
B (3.19)
","
B (3.20)
"
"Strahl, Perry Robert","
MATH 10C - Calculus III (A)
",SP18,99,"
78
","
77.3%
","
76.0%
","
5.78
","
B (3.26)
","
B- (2.92)
"
"Licht, Martin W","
MATH 10C - Calculus III (B)
",SP18,192,"
128
","
84.7%
","
72.6%
","
5.17
","
B (3.30)
","
B (3.09)
"
"Szypowski, Ryan S.","
MATH 10C - Calculus III (A)
",WI18,195,"
103
","
93.7%
","
97.9%
","
5.68
","
B (3.30)
","
B- (2.79)
"
"Lamel, Bernhard R","
MATH 10C - Calculus III (B)
",WI18,162,"
84
","
81.5%
","
72.8%
","
4.77
","
B+ (3.46)
","
B (3.21)
"
"Oprea, Dragos N.","
MATH 10C - Calculus III (A)
",FA17,311,"
116
","
91.8%
","
92.6%
","
6.85
","
B (3.28)
","
B- (2.84)
"
"Szypowski, Ryan S.","
MATH 10C - Calculus III (B)
",FA17,181,"
94
","
93.4%
","
96.7%
","
5.64
","
B+ (3.46)
","
B- (2.85)
"
"Silva, Elwadura Prabath S","
MATH 10C - Calculus III (A)
",S217,83,"
22
","
45.5%
","
18.2%
","
9.50
","
C+ (2.62)
","
N/A
"
"Curry, Sean N","
MATH 10C - Calculus III (A)
",SP17,99,"
45
","
72.7%
","
68.2%
","
5.77
","
B (3.05)
","
B- (2.71)
"
"Stone, Corey Dean","
MATH 10C - Calculus III (B)
",SP17,263,"
96
","
78.9%
","
85.6%
","
5.71
","
B (3.08)
","
C+ (2.63)
"
"Carter, Anne Toulson","
MATH 10C - Calculus III (A)
",WI17,261,"
125
","
90.1%
","
98.3%
","
5.95
","
B (3.26)
","
B (3.03)
"
"Stone, Corey Dean","
MATH 10C - Calculus III (B)
",WI17,177,"
73
","
88.6%
","
97.1%
","
5.60
","
B+ (3.54)
","
C+ (2.60)
"
"Xin, Guoce","
MATH 10C - Calculus III (A)
",FA16,193,"
87
","
69.6%
","
30.4%
","
7.12
","
B- (2.96)
","
B- (2.82)
"
"Jolany, Hassan","
MATH 10C - Calculus III (B)
",FA16,220,"
115
","
88.9%
","
88.0%
","
5.85
","
A- (3.82)
","
B+ (3.65)
"
"Smith, Daniel Edward","
MATH 10C - Calculus III (A)
",S216,83,"
79
","
88.6%
","
89.9%
","
6.86
","
B (3.25)
","
B (3.03)
"
"Barrese, Kenneth William","
MATH 10C - Calculus III (A)
",SP16,205,"
85
","
78.3%
","
67.5%
","
5.05
","
B- (2.91)
","
B- (2.79)
"
"Tiee, Christopher Landrick","
MATH 10C - Calculus III (B)
",SP16,254,"
216
","
79.3%
","
70.0%
","
5.16
","
B (3.27)
","
B+ (3.49)
"
"Cheng, Hsiao-Bing","
MATH 10C - Calculus III (A)
",WI16,109,"
54
","
78.8%
","
78.8%
","
5.64
","
B (3.12)
","
B- (2.79)
"
"Gawlik, Evan Scott","
MATH 10C - Calculus III (B)
",WI16,351,"
176
","
86.7%
","
95.4%
","
5.58
","
B+ (3.36)
","
B- (2.72)
"
"Mohanty, Sara","
MATH 10C - Calculus III (A)
",FA15,105,"
56
","
81.5%
","
70.4%
","
6.43
","
B (3.15)
","
C (2.21)
"
"Kim, Yeon Kyung","
MATH 10C - Calculus III (B)
",FA15,273,"
110
","
80.2%
","
57.5%
","
5.90
","
B (3.16)
","
C+ (2.59)
"
"Longo, Brian Mitchell","
MATH 10C - Calculus III (C)
",FA15,190,"
94
","
92.4%
","
97.8%
","
5.38
","
B+ (3.38)
","
C+ (2.58)
"
"Elle, Susan Michelle","
MATH 10C - Calculus III (A)
",S215,76,"
18
","
43.8%
","
43.8%
","
7.13
","
C+ (2.60)
","
C- (1.99)
"
"Eggers, John Dietrich","
MATH 10C - Calculus III (A)
",SP15,239,"
97
","
89.1%
","
83.7%
","
5.86
","
B (3.06)
","
C+ (2.57)
"
"Oliver, Jesus R","
MATH 10C - Calculus III (B)
",SP15,179,"
69
","
94.1%
","
95.6%
","
4.38
","
B+ (3.51)
","
B- (2.93)
"
"Wang, Jie","
MATH 10C - Calculus III (A)
",WI15,196,"
101
","
92.5%
","
81.7%
","
4.65
","
B+ (3.59)
","
B (3.01)
"
"Roberts, Justin Deritter","
MATH 10C - Calculus III (B)
",WI15,282,"
119
","
86.3%
","
77.8%
","
4.90
","
B+ (3.41)
","
B (3.02)
"
"Cheng, Hsiao-Bing","
MATH 10C - Calculus III (A)
",FA14,199,"
95
","
68.1%
","
48.4%
","
7.06
","
B- (2.96)
","
C+ (2.59)
"
"Cheng, Hsiao-Bing","
MATH 10C - Calculus III (B)
",FA14,341,"
128
","
80.2%
","
69.8%
","
6.78
","
B- (2.97)
","
C+ (2.59)
"
"Leven, Emily Lynn","
MATH 10C - Calculus III (A)
",S214,108,"
36
","
81.3%
","
93.8%
","
6.31
","
B+ (3.48)
","
B+ (3.33)
"
"Bowers, Adam R.","
MATH 10C - Calculus III (A)
",SP14,189,"
85
","
84.5%
","
98.8%
","
5.90
","
B (3.21)
","
B- (2.98)
"
"Eggers, John Dietrich","
MATH 10C - Calculus III (B)
",SP14,261,"
94
","
82.6%
","
71.7%
","
5.77
","
B (3.15)
","
B- (2.79)
"
"Wong, Wiseley A","
MATH 10C - Calculus III (C)
",SP14,124,"
48
","
72.3%
","
63.8%
","
6.11
","
B (3.12)
","
B- (2.93)
"
"Wong, Wiseley A","
MATH 10C - Calculus III (A)
",WI14,270,"
142
","
88.6%
","
82.1%
","
5.74
","
B (3.26)
","
C+ (2.39)
"
"Briggs, Christopher Alan","
MATH 10C - Calculus III (B)
",WI14,205,"
99
","
74.7%
","
68.4%
","
5.48
","
B (3.06)
","
C+ (2.55)
"
"Gaddis, Jason","
MATH 10C - Calculus III (A)
",FA13,257,"
140
","
91.9%
","
77.8%
","
5.26
","
B+ (3.48)
","
B- (2.73)
"
"Oliver, Jesus R","
MATH 10C - Calculus III (B)
",FA13,274,"
146
","
84.3%
","
56.4%
","
6.12
","
B+ (3.47)
","
B- (2.87)
"
"Walsh, Katherine P","
MATH 10C - Calculus III (A)
",S213,108,"
28
","
92.3%
","
100.0%
","
6.42
","
B+ (3.42)
","
B- (2.78)
"
"Eggers, John Dietrich","
MATH 10C - Calculus III (A)
",SP13,205,"
60
","
87.9%
","
89.7%
","
5.45
","
B+ (3.50)
","
B- (2.77)
"
"Hummon, Benjamin T","
MATH 10C - Calculus III (B)
",SP13,285,"
101
","
87.5%
","
91.7%
","
4.82
","
B+ (3.51)
","
B- (2.87)
"
"Schillewaert, Jeroen Jan","
MATH 10C - Calculus III (A)
",WI13,118,"
53
","
96.2%
","
73.6%
","
4.77
","
B+ (3.33)
","
B- (2.74)
"
"Hummon, Benjamin T","
MATH 10C - Calculus III (B)
",WI13,293,"
129
","
95.3%
","
79.5%
","
4.61
","
A- (3.75)
","
B (3.23)
"
"Hummon, Benjamin T","
MATH 10C - Calculus III (A)
",FA12,219,"
92
","
83.5%
","
89.4%
","
5.22
","
B+ (3.32)
","
B- (2.79)
"
"Lee, Seung W","
MATH 10C - Calculus III (B)
",FA12,254,"
97
","
92.5%
","
88.3%
","
4.83
","
B+ (3.69)
","
C+ (2.59)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Agrawal, Shishir","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP23,240,"
107
","
75.0%
","
74.8%
","
6.35
","
B (3.30)
","
B (3.14)
"
"Agrawal, Shishir","
MATH 11 - Calculus-Based Prob & Stats (B)
",SP23,196,"
80
","
69.7%
","
65.8%
","
6.50
","
B+ (3.30)
","
B (3.16)
"
"Rava, Denise","
MATH 11 - Calculus-Based Prob & Stats (A)
",WI23,197,"
104
","
89.4%
","
92.3%
","
7.10
","
B+ (3.40)
","
B- (2.88)
"
"Rava, Denise","
MATH 11 - Calculus-Based Prob & Stats (B)
",WI23,150,"
83
","
81.7%
","
89.0%
","
7.34
","
B+ (3.41)
","
B- (2.99)
"
"Hu, Yuan","
MATH 11 - Calculus-Based Prob & Stats (C)
",WI23,182,"
74
","
69.6%
","
65.2%
","
7.34
","
B (3.25)
","
B (3.00)
"
"Rava, Denise","
MATH 11 - Calculus-Based Prob & Stats (A)
",FA22,275,"
97
","
79.6%
","
90.0%
","
7.31
","
B+ (3.35)
","
B- (2.91)
"
"Ries, Daniel Charles","
MATH 11 - Calculus-Based Prob & Stats (C)
",FA22,272,"
113
","
81.3%
","
83.6%
","
6.16
","
B+ (3.40)
","
B- (2.94)
"
"Rava, Denise","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP22,325,"
154
","
85.8%
","
93.2%
","
7.85
","
B+ (3.31)
","
B (3.01)
"
"Copeland, Daniel Reuben","
MATH 11 - Calculus-Based Prob & Stats (B)
",SP22,212,"
92
","
67.4%
","
90.7%
","
7.72
","
B (3.12)
","
B- (2.91)
"
"Rava, Denise","
MATH 11 - Calculus-Based Prob & Stats (A)
",WI22,201,"
87
","
71.8%
","
78.6%
","
8.50
","
B (3.21)
","
B- (3.00)
"
"Rava, Denise","
MATH 11 - Calculus-Based Prob & Stats (B)
",WI22,260,"
131
","
76.6%
","
79.7%
","
8.28
","
B (3.23)
","
B- (2.99)
"
"McKernan, James","
MATH 11 - Calculus-Based Prob & Stats (A)
",FA21,308,"
164
","
54.7%
","
42.0%
","
7.96
","
B (3.16)
","
B- (2.95)
"
"Rava, Denise","
MATH 11 - Calculus-Based Prob & Stats (B)
",FA21,206,"
97
","
76.8%
","
78.7%
","
7.95
","
B (3.09)
","
B- (2.78)
"
"Kolesnik, Brett T","
MATH 11 - Calculus-Based Prob & Stats (C)
",FA21,247,"
221
","
61.5%
","
63.6%
","
8.88
","
B (3.20)
","
B (3.25)
"
"Hammock, Frances H","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP21,294,"
126
","
92.6%
","
99.2%
","
7.32
","
B+ (3.57)
","
B- (2.97)
"
"Ezzati, Parinaz","
MATH 11 - Calculus-Based Prob & Stats (B)
",SP21,204,"
103
","
66.3%
","
38.6%
","
6.08
","
B+ (3.35)
","
B+ (3.33)
"
"Swanson, Joshua P","
MATH 11 - Calculus-Based Prob & Stats (A)
",WI21,282,"
156
","
64.5%
","
62.5%
","
7.12
","
B (3.02)
","
B (3.18)
"
"Ezzati, Parinaz","
MATH 11 - Calculus-Based Prob & Stats (B)
",WI21,182,"
84
","
69.5%
","
44.4%
","
6.30
","
B (3.26)
","
B (3.01)
"
"Ezzati, Parinaz","
MATH 11 - Calculus-Based Prob & Stats (A)
",FA20,327,"
205
","
36.5%
","
15.3%
","
8.77
","
B (3.17)
","
B (3.15)
"
"Schweinsberg, Jason","
MATH 11 - Calculus-Based Prob & Stats (B)
",FA20,340,"
181
","
85.5%
","
87.8%
","
9.02
","
B (3.23)
","
B- (2.95)
"
"Ciotti, Benjamin","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP20,223,"
106
","
72.0%
","
58.2%
","
7.84
","
B (3.14)
","
B+ (3.44)
"
"Bach, Quang Tran","
MATH 11 - Calculus-Based Prob & Stats (B)
",SP20,226,"
198
","
90.4%
","
93.4%
","
5.78
","
B+ (3.49)
","
B+ (3.58)
"
"Hammock, Frances H","
MATH 11 - Calculus-Based Prob & Stats (A)
",WI20,278,"
132
","
73.6%
","
75.0%
","
7.41
","
B (3.06)
","
B (3.28)
"
"Ciotti, Benjamin","
MATH 11 - Calculus-Based Prob & Stats (B)
",WI20,192,"
85
","
70.1%
","
84.2%
","
6.88
","
B+ (3.32)
","
B- (2.79)
"
"Hammock, Frances H","
MATH 11 - Calculus-Based Prob & Stats (A)
",FA19,371,"
179
","
79.2%
","
81.4%
","
7.50
","
B+ (3.31)
","
B- (2.85)
"
"Huang, Rong","
MATH 11 - Calculus-Based Prob & Stats (B)
",FA19,134,"
60
","
66.7%
","
50.9%
","
7.83
","
B (3.18)
","
B- (2.94)
"
"Hammock, Frances H","
MATH 11 - Calculus-Based Prob & Stats (A)
",S119,99,"
33
","
87.5%
","
96.8%
","
10.18
","
B+ (3.37)
","
B- (2.70)
"
"Swanson, Joshua P","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP19,215,"
101
","
60.2%
","
63.0%
","
7.32
","
B- (2.95)
","
B (3.02)
"
"Aghajani, Mohammadreza","
MATH 11 - Calculus-Based Prob & Stats (B)
",SP19,280,"
132
","
78.6%
","
81.6%
","
5.91
","
B+ (3.30)
","
B- (2.87)
"
"Bowers, Adam R.","
MATH 11 - Calculus-Based Prob & Stats (A)
",WI19,294,"
136
","
72.9%
","
86.0%
","
6.81
","
B (3.07)
","
B- (2.96)
"
"Kane, Daniel Mertz","
MATH 11 - Calculus-Based Prob & Stats (B)
",WI19,200,"
107
","
64.4%
","
59.0%
","
7.13
","
B (3.11)
","
B- (2.75)
"
"Quarfoot, David James","
MATH 11 - Calculus-Based Prob & Stats (A)
",FA18,184,"
104
","
79.2%
","
93.1%
","
7.47
","
B (3.10)
","
B- (2.89)
"
"Deotte, Christopher George","
MATH 11 - Calculus-Based Prob & Stats (B)
",FA18,266,"
138
","
66.9%
","
59.4%
","
7.12
","
B (3.17)
","
B- (2.84)
"
"Aghajani, Mohammadreza","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP18,179,"
95
","
73.9%
","
79.1%
","
6.50
","
B (3.25)
","
B- (2.86)
"
"Quarfoot, David James","
MATH 11 - Calculus-Based Prob & Stats (B)
",SP18,290,"
130
","
85.1%
","
94.1%
","
6.62
","
B (3.26)
","
B- (2.92)
"
"Kane, Daniel Mertz","
MATH 11 - Calculus-Based Prob & Stats (A)
",WI18,267,"
150
","
67.6%
","
57.3%
","
7.78
","
B (3.21)
","
B- (2.73)
"
"Aamari, Eddie","
MATH 11 - Calculus-Based Prob & Stats (B)
",WI18,178,"
102
","
76.5%
","
74.2%
","
7.64
","
B (3.23)
","
B- (2.76)
"
"Zhang, Danna","
MATH 11 - Calculus-Based Prob & Stats (A)
",FA17,129,"
76
","
77.0%
","
59.7%
","
6.75
","
B+ (3.56)
","
B (3.14)
"
"Schweinsberg, Jason","
MATH 11 - Calculus-Based Prob & Stats (B)
",FA17,201,"
111
","
84.6%
","
89.4%
","
9.55
","
B (3.22)
","
B- (2.91)
"
"Quarfoot, David James","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP17,190,"
82
","
89.6%
","
94.8%
","
6.39
","
B+ (3.39)
","
B- (2.87)
"
"Aghajani, Mohammadreza","
MATH 11 - Calculus-Based Prob & Stats (B)
",SP17,177,"
80
","
78.9%
","
73.7%
","
7.21
","
B (3.25)
","
B- (2.83)
"
"Conant, James R","
MATH 11 - Calculus-Based Prob & Stats (A)
",WI17,189,"
102
","
85.4%
","
82.3%
","
6.16
","
B (3.30)
","
B (3.15)
"
"Schweinsberg, Jason","
MATH 11 - Calculus-Based Prob & Stats (B)
",WI17,202,"
109
","
85.2%
","
91.7%
","
7.80
","
B+ (3.43)
","
B- (2.93)
"
"Quarfoot, David James","
MATH 11 - Calculus-Based Prob & Stats (A)
",FA16,179,"
87
","
98.8%
","
95.3%
","
7.08
","
B+ (3.61)
","
B (3.29)
"
"Schweinsberg, Jason","
MATH 11 - Calculus-Based Prob & Stats (B)
",FA16,197,"
116
","
83.9%
","
95.5%
","
7.27
","
B+ (3.40)
","
B- (2.94)
"
"Bowers, Adam R.","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP16,255,"
110
","
69.8%
","
88.7%
","
8.21
","
B (3.07)
","
C+ (2.69)
"
