Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Deak, Gedeon O.                    ","
COGS 160 - Seminar on Special Topics      (C)
",SP10,17,"
10
","
80.0%
","
100.0%
","
5.90
","
A (4.00)
","
N/A
"
"Yu, Angela J.                      ","
COGS 160 - Seminar on Special Topics      (D)
",SP10,5,"
4
","
100.0%
","
100.0%
","
8.00
","
A- (3.75)
","
N/A
"
"Johnson, Christine M.              ","
COGS 160 - Seminar on Special Topics      (A)
",WI10,9,"
4
","
100.0%
","
100.0%
","
8.50
","
A (4.00)
","
N/A
"
"Kirsh, David Joel                  ","
COGS 160 - Seminar on Special Topics      (B)
",WI10,7,"
3
","
100.0%
","
100.0%
","
9.83
","
B+ (3.67)
","
N/A
"
"Deak, Gedeon O.                    ","
COGS 160 - Seminar on Special Topics      (C)
",WI10,13,"
4
","
100.0%
","
100.0%
","
3.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.                    ","
COGS 160 - Seminar on Special Topics      (A)
",FA09,7,"
5
","
100.0%
","
100.0%
","
4.90
","
A (4.00)
","
N/A
"
"Johnson, Christine M.              ","
COGS 160 - Seminar on Special Topics      (B)
",FA09,11,"
13
","
100.0%
","
100.0%
","
8.33
","
A (4.00)
","
N/A
"
"Creel, Sarah                       ","
COGS 160 - Seminar on Special Topics      (C)
",FA09,5,"
5
","
100.0%
","
100.0%
","
4.90
","
B (3.25)
","
N/A
"
"Cooperrider, Kensy A               ","
COGS 160 - Seminar on Special Topics      (A)
",SU09,12,"
8
","
100.0%
","
100.0%
","
5.75
","
B+ (3.63)
","
N/A
"
"Allison, Brendan                   ","
COGS 160 - Seminar on Special Topics      (B)
",SU09,12,"
5
","
100.0%
","
100.0%
","
8.50
","
B (3.20)
","
N/A
"
"Deak, Gedeon O.                    ","
COGS 160 - Seminar on Special Topics      (B)
",SP09,6,"
5
","
100.0%
","
100.0%
","
4.90
","
A (4.00)
","
N/A
"
"Creel, Sarah","
COGS 160 - Seminar on Special Topics      (D)
",WI09,5,"
5
","
100.0%
","
100.0%
","
3.70
","
A- (3.75)
","
N/A
"
"Deak, Gedeon O.                    ","
COGS 160 - Seminar on Special Topics      (A)
",FA08,14,"
10
","
100.0%
","
100.0%
","
7.70
","
A- (3.88)
","
N/A
"
"Creel, Sarah                       ","
COGS 160 - Seminar on Special Topics      (B)
",SU08,15,"
15
","
100.0%
","
100.0%
","
5.17
","
B+ (3.53)
","
N/A
"
"Pineda, Jaime A                    ","
COGS 160 - Seminar on Special Topics      (B)
",SU08,14,"
8
","
100.0%
","
100.0%
","
5.50
","
B+ (3.38)
","
N/A
"
"Deak, Gedeon O.               ","
COGS 160 - Seminar on Special Topics      (C)
",WI08,11,"
10
","
100.0%
","
100.0%
","
5.70
","
A- (3.86)
","
N/A
"
"Deak, Gedeon O.               ","
COGS 160 - Seminar on Special Topics      (A)
",FA07,8,"
5
","
100.0%
","
100.0%
","
7.30
","
A (4.00)
","
N/A
"
"Pineda, Jaime A               ","
COGS 160 - Seminar on Special Topics      (A)
",SU07,10,"
6
","
100.0%
","
100.0%
","
9.17
","
A- (3.80)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",WI23,69,"
35
","
94.1%
","
97.1%
","
3.99
","
A- (3.86)
","
A- (3.91)
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",SP22,57,"
17
","
93.8%
","
81.3%
","
4.50
","
A- (3.81)
","
B+ (3.65)
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",SP21,61,"
24
","
95.7%
","
91.3%
","
4.93
","
A- (3.91)
","
A- (3.84)
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",SP20,74,"
23
","
82.6%
","
78.3%
","
4.07
","
A- (3.96)
","
A- (3.94)
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",WI19,65,"
33
","
93.5%
","
96.6%
","
5.23
","
A- (3.85)
","
A- (3.75)
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",SP18,49,"
23
","
87.0%
","
91.3%
","
5.28
","
A- (3.86)
","
B+ (3.60)
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",SP17,72,"
17
","
100.0%
","
100.0%
","
5.25
","
A (4.00)
","
A- (3.98)
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",SP16,41,"
17
","
87.5%
","
75.0%
","
7.25
","
B+ (3.69)
","
A- (3.78)
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (A)
",SP15,17,"
7
","
100.0%
","
100.0%
","
4.83
","
A- (3.83)
","
N/A
"
"Boyle, Mary E. T.","
COGS 163 - Metabolic Disorders/Brain (C)
",SP14,30,"
9
","
100.0%
","
100.0%
","
7.36
","
B+ (3.63)
","
B+ (3.53)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Chiba, Andrea","
COGS 164 - Neurobiology of Motivation (A)
",SP23,138,"
35
","
85.3%
","
91.2%
","
3.95
","
A- (3.82)
","
A- (3.94)
"
"Chiba, Andrea","
COGS 164 - Neurobiology of Motivation (A)
",SP22,102,"
33
","
90.9%
","
96.9%
","
4.26
","
A- (3.76)
","
A- (3.91)
"
"Chiba, Andrea","
COGS 164 - Neurobiology of Motivation (A)
",SP21,100,"
33
","
93.5%
","
93.5%
","
4.77
","
A- (3.86)
","
A- (3.95)
"
"Chiba, Andrea","
COGS 164 - Neurobiology of Motivation (A)
",SP20,75,"
27
","
100.0%
","
100.0%
","
4.06
","
A- (3.93)
","
A (4.00)
"
"Chiba, Andrea","
COGS 164 - Neurobiology of Motivation (A)
",SP19,79,"
27
","
96.2%
","
96.2%
","
3.19
","
A- (3.71)
","
A- (3.92)
"
"Chiba, Andrea","
COGS 164 - Neurobiology of Motivation (A)
",SP18,55,"
14
","
92.9%
","
100.0%
","
3.88
","
A- (3.85)
","
A- (3.98)
"
"Chiba, Andrea","
COGS 164 - Neurobiology of Motivation (A)
",SP17,54,"
21
","
85.0%
","
85.0%
","
4.39
","
A- (3.80)
","
A- (3.83)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Kiyonaga, Anastasia","
COGS 165 - Neuroimaging of Cognition (A)
",WI23,80,"
31
","
87.1%
","
96.8%
","
5.15
","
A- (3.84)
","
A- (3.87)
"
"Kiyonaga, Anastasia","
COGS 165 - Neuroimaging of Cognition (A)
",FA21,68,"
31
","
90.0%
","
96.7%
","
4.50
","
A- (3.73)
","
A- (3.87)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Greenspan, Ralph J.","
COGS 169 - Genetic Information/Behavior (A)
",WI21,27,"
9
","
66.7%
","
77.8%
","
4.94
","
B (3.11)
","
B (3.30)
"
"Greenspan, Ralph J.","
COGS 169 - Genetic Information/Behavior (A)
",WI20,21,"
4
","
100.0%
","
75.0%
","
3.50
","
B (3.25)
","
B+ (3.55)
"
"Greenspan, Ralph J.","
COGS 169 - Genetic Information/Behavior (A)
",WI19,39,"
15
","
26.7%
","
46.7%
","
6.77
","
B (3.00)
","
C+ (2.51)
"
"Greenspan, Ralph J.","
COGS 169 - Genetic Information/Behavior (A)
",WI17,16,"
5
","
100.0%
","
100.0%
","
4.50
","
B (3.25)
","
N/A
"
"Greenspan, Ralph J.","
COGS 169 - Genetic Information/Behavior (A)
",SP14,14,"
3
","
100.0%
","
100.0%
","
3.50
","
B+ (3.50)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP23,356,"
118
","
93.0%
","
94.7%
","
4.73
","
B+ (3.69)
","
B+ (3.42)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI23,410,"
184
","
96.1%
","
96.6%
","
4.83
","
A- (3.73)
","
B+ (3.48)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA22,319,"
111
","
91.6%
","
93.3%
","
4.91
","
B+ (3.68)
","
B+ (3.42)
"
"Semenuks, Arturs","
COGS 17 - Neurobiology of Cognition (A)
",S222,94,"
29
","
89.3%
","
88.0%
","
6.50
","
A- (3.70)
","
B+ (3.67)
"
"Semenuks, Arturs","
COGS 17 - Neurobiology of Cognition (A)
",S122,74,"
20
","
84.2%
","
84.2%
","
7.72
","
B+ (3.44)
","
B+ (3.31)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP22,348,"
123
","
90.1%
","
93.4%
","
4.71
","
A- (3.73)
","
B+ (3.48)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI22,402,"
187
","
94.5%
","
95.0%
","
4.94
","
A- (3.83)
","
B+ (3.53)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA21,374,"
165
","
93.2%
","
94.4%
","
5.27
","
A- (3.86)
","
B+ (3.62)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",S121,101,"
27
","
96.0%
","
95.8%
","
6.90
","
B+ (3.50)
","
B+ (3.44)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP21,284,"
97
","
97.9%
","
98.9%
","
4.99
","
A- (3.80)
","
B+ (3.39)
"
"Kiyonaga, Anastasia","
COGS 17 - Neurobiology of Cognition (A)
",WI21,357,"
165
","
98.1%
","
99.4%
","
5.08
","
A- (3.73)
","
A- (3.70)
"
"Mooshagian, Eric Frederick","
COGS 17 - Neurobiology of Cognition (B)
",WI21,67,"
37
","
91.9%
","
88.9%
","
4.93
","
B+ (3.56)
","
B (3.13)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA20,221,"
99
","
94.7%
","
95.8%
","
5.56
","
B+ (3.66)
","
B+ (3.44)
"
"Kiyonaga, Anastasia","
COGS 17 - Neurobiology of Cognition (B)
",FA20,390,"
273
","
93.7%
","
96.7%
","
5.62
","
B+ (3.69)
","
B+ (3.67)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",S120,130,"
30
","
96.6%
","
96.6%
","
7.47
","
B+ (3.62)
","
B+ (3.58)
"
"Kiyonaga, Anastasia","
COGS 17 - Neurobiology of Cognition (B)
",SP20,292,"
112
","
95.5%
","
97.2%
","
4.70
","
A- (3.73)
","
A- (3.85)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI20,312,"
137
","
77.7%
","
84.6%
","
6.59
","
B (3.11)
","
B+ (3.34)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA19,270,"
138
","
84.6%
","
90.7%
","
6.42
","
B (3.10)
","
C+ (2.67)
"
"Boyle, Mary E. T.","
COGS 17 - Neurobiology of Cognition (A)
",S119,69,"
22
","
90.0%
","
85.0%
","
6.40
","
A- (3.70)
","
B (3.04)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP19,445,"
208
","
81.1%
","
89.4%
","
5.87
","
B- (2.99)
","
C+ (2.56)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI19,288,"
133
","
91.3%
","
90.3%
","
6.11
","
B (3.17)
","
C+ (2.66)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA18,298,"
161
","
83.1%
","
91.4%
","
6.28
","
B (3.25)
","
B- (2.84)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",S118,46,"
22
","
86.4%
","
95.5%
","
7.86
","
B (3.16)
","
B- (2.71)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP18,307,"
117
","
79.1%
","
89.1%
","
6.03
","
B (3.18)
","
B- (2.72)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI18,384,"
260
","
90.2%
","
94.4%
","
5.79
","
B (3.27)
","
B- (2.85)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA17,270,"
99
","
91.6%
","
92.6%
","
6.16
","
B (3.17)
","
B- (2.86)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",S117,53,"
16
","
81.3%
","
87.5%
","
8.00
","
B (3.00)
","
B- (2.93)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP17,191,"
75
","
76.5%
","
76.5%
","
6.08
","
B (3.15)
","
B- (2.72)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI17,190,"
89
","
90.5%
","
92.9%
","
6.28
","
B (3.16)
","
B (3.02)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA16,140,"
74
","
95.7%
","
95.7%
","
5.57
","
B+ (3.49)
","
B (3.28)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",S116,25,"
13
","
100.0%
","
100.0%
","
5.61
","
B+ (3.43)
","
B+ (3.57)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP16,117,"
46
","
86.4%
","
93.2%
","
5.36
","
B (3.13)
","
B- (2.73)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI16,142,"
71
","
82.6%
","
92.8%
","
5.75
","
B (3.18)
","
B (3.02)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA15,106,"
56
","
96.2%
","
92.5%
","
4.97
","
B+ (3.36)
","
B (3.07)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",S115,20,"
8
","
100.0%
","
100.0%
","
6.75
","
A- (3.88)
","
B+ (3.65)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP15,68,"
28
","
85.2%
","
85.2%
","
4.81
","
B+ (3.36)
","
B- (2.97)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI15,92,"
41
","
77.5%
","
72.5%
","
4.60
","
B (3.13)
","
B (3.17)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA14,106,"
49
","
78.0%
","
85.4%
","
4.21
","
B (3.22)
","
B- (2.78)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",S214,18,"
4
","
100.0%
","
75.0%
","
5.50
","
B+ (3.67)
","
N/A
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP14,107,"
39
","
82.1%
","
87.2%
","
4.97
","
B (3.10)
","
B- (2.96)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI14,64,"
31
","
86.2%
","
96.6%
","
6.50
","
B (3.24)
","
B- (2.92)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA13,116,"
59
","
91.4%
","
91.4%
","
5.29
","
B (3.23)
","
B (3.05)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",S213,19,"
6
","
100.0%
","
100.0%
","
7.00
","
B (3.25)
","
N/A
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",SP13,131,"
41
","
87.8%
","
97.6%
","
3.90
","
B (3.17)
","
B- (2.79)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",WI13,127,"
61
","
86.7%
","
90.0%
","
4.40
","
B (3.20)
","
B- (2.87)
"
"Johnson, Christine M.","
COGS 17 - Neurobiology of Cognition (A)
",FA12,138,"
68
","
91.5%
","
93.2%
","
5.86
","
B (3.13)
","
B- (2.96)
"
"Johnson, Christine M.              ","
COGS 17 - Neurobiology of Cognition      (A)
",FA10,137,"
77
","
82.9%
","
90.9%
","
5.80
","
B (3.21)
","
B (3.01)
"
"Johnson, Christine M.              ","
COGS 17 - Neurobiology of Cognition      (A)
",SU10,17,"
6
","
66.7%
","
100.0%
","
5.17
","
B+ (3.33)
","
N/A
"
"Johnson, Christine M.              ","
COGS 17 - Neurobiology of Cognition      (A)
",SU10,20,"
12
","
100.0%
","
100.0%
","
7.23
","
A- (3.73)
","
N/A
"
"Johnson, Christine M.              ","
COGS 17 - Neurobiology of Cognition      (A)
",SP10,115,"
49
","
83.3%
","
78.7%
","
4.76
","
B (3.28)
","
B- (2.77)
"
"Pineda, Jaime A                    ","
COGS 17 - Neurobiology of Cognition      (A)
",WI10,102,"
44
","
84.1%
","
86.4%
","
4.14
","
B+ (3.44)
","
B (3.03)
"
"Boyle, Mary E. T.                  ","
COGS 17 - Neurobiology of Cognition      (A)
",FA09,123,"
81
","
87.3%
","
94.9%
","
4.48
","
B+ (3.46)
","
B- (2.99)
"
"Allison, Brendan                   ","
COGS 17 - Neurobiology of Cognition      (A)
",SU09,23,"
5
","
100.0%
","
100.0%
","
4.10
","
B (3.25)
","
N/A
"
"Johnson, Christine M.              ","
COGS 17 - Neurobiology of Cognition      (A)
",SP09,82,"
51
","
80.4%
","
88.2%
","
3.68
","
B (3.25)
","
B- (2.74)
"
"Boyle, Mary E. T.","
COGS 17 - Neurobiology of Cognition      (A)
",WI09,129,"
85
","
92.9%
","
98.8%
","
3.51
","
B+ (3.39)
","
B- (2.97)
"
"Pineda, Jaime A                    ","
COGS 17 - Neurobiology of Cognition      (A)
",FA08,136,"
79
","
91.8%
","
90.7%
","
3.75
","
B+ (3.52)
","
B- (2.94)
"
"Johnson, Christine M.              ","
COGS 17 - Neurobiology of Cognition      (A)
",SU08,30,"
20
","
100.0%
","
95.0%
","
5.30
","
A- (3.72)
","
N/A
"
"Pineda, Jaime A               ","
COGS 17 - Neurobiology of Cognition      (A)
",WI08,130,"
78
","
92.2%
","
90.9%
","
4.32
","
B+ (3.44)
","
B (3.08)
"
"Johnson, Christine M.         ","
COGS 17 - Neurobiology of Cognition      (A)
",FA07,114,"
70
","
84.1%
","
88.4%
","
4.41
","
B (3.19)
","
C+ (2.62)
"
"Pineda, Jaime A               ","
COGS 17 - Neurobiology of Cognition      (A)
",SU07,21,"
17
","
94.1%
","
100.0%
","
5.44
","
B+ (3.57)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rangel, Lara M","
COGS 170 - Brain Waves Across Scales (A)
",SP23,93,"
20
","
95.0%
","
95.0%
","
5.13
","
B+ (3.63)
","
B+ (3.58)
"
"Rangel, Lara M","
COGS 170 - Brain Waves Across Scales (A)
",SP22,77,"
23
","
95.5%
","
100.0%
","
4.85
","
B+ (3.64)
","
A- (3.79)
"
"Rangel, Lara M","
COGS 170 - Brain Waves Across Scales (B)
",FA20,57,"
27
","
88.0%
","
96.0%
","
5.30
","
B+ (3.60)
","
B+ (3.69)
"
"Rangel, Lara M","
COGS 170 - Brain Waves Across Scales (A)
",WI20,52,"
42
","
97.6%
","
100.0%
","
4.74
","
B+ (3.68)
","
A- (3.94)
"
"Rangel, Lara M","
COGS 170 - Brain Waves Across Scales (A)
",FA18,54,"
44
","
100.0%
","
100.0%
","
4.69
","
A- (3.76)
","
A- (3.91)
"
"Rangel, Lara M","
COGS 170 - Brain Waves Across Scales (A)
",SP18,36,"
29
","
100.0%
","
100.0%
","
4.14
","
A- (3.86)
","
A- (3.89)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Saygin, Ayse P","
COGS 171 - Mirror Neuron System (A)
",SP21,74,"
30
","
55.2%
","
48.3%
","
3.70
","
B+ (3.66)
","
A- (3.78)
"
"Pineda, Jaime A","
COGS 171 - Mirror Neuron System (A)
",SP17,35,"
12
","
100.0%
","
91.7%
","
3.33
","
B (3.18)
","
B (3.30)
"
"Pineda, Jaime A","
COGS 171 - Mirror Neuron System (A)
",FA15,46,"
16
","
85.7%
","
64.3%
","
3.64
","
B (3.21)
","
B (3.17)
"
"Pineda, Jaime A","
COGS 171 - Mirror Neuron System (A)
",FA14,22,"
6
","
100.0%
","
100.0%
","
5.70
","
B+ (3.67)
","
B+ (3.40)
"
"Pineda, Jaime A","
COGS 171 - Mirror Neuron System (A)
",FA13,42,"
18
","
88.9%
","
88.9%
","
6.39
","
B+ (3.33)
","
B (3.04)
"
"Pineda, Jaime A","
COGS 171 - Mirror Neuron System (A)
",FA12,57,"
19
","
84.2%
","
94.7%
","
6.08
","
B (3.17)
","
B (3.09)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Pineda, Jaime A","
COGS 171GS - Mirror Neuron System (A)
",S219,25,"
3
","
100.0%
","
100.0%
","
5.17
","
A (4.00)
","
B+ (3.58)
"
"Pineda, Jaime A","
COGS 171GS - Mirror Neuron System (A)
",S218,28,"
26
","
92.3%
","
96.2%
","
5.42
","
A- (3.71)
","
B+ (3.67)
"
"Pineda, Jaime A","
COGS 171GS - Mirror Neuron System (A)
",S117,28,"
4
","
100.0%
","
100.0%
","
5.00
","
B+ (3.50)
","
A- (3.81)
"
"Pineda, Jaime A","
COGS 171GS - Mirror Neuron System (A)
",S116,27,"
6
","
83.3%
","
83.3%
","
6.83
","
B+ (3.67)
","
B+ (3.70)
"
"Pineda, Jaime A","
COGS 171GS - Mirror Neuron System (A)
",S115,28,"
3
","
100.0%
","
100.0%
","
5.83
","
B+ (3.33)
","
B+ (3.50)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Greene, Deanna Jacquelyn","
COGS 172 - Brain Disorders and Cognition (A)
",WI23,155,"
92
","
96.6%
","
98.9%
","
4.72
","
B+ (3.57)
","
B+ (3.32)
"
"Provenzano, Emily Kara","
COGS 172 - Brain Disorders and Cognition (A)
",S222,33,"
20
","
100.0%
","
100.0%
","
4.70
","
A- (3.70)
","
B+ (3.52)
"
"Greene, Deanna Jacquelyn","
COGS 172 - Brain Disorders and Cognition (A)
",WI22,153,"
94
","
98.9%
","
97.9%
","
4.63
","
A- (3.72)
","
B+ (3.30)
"
"Greene, Deanna Jacquelyn","
COGS 172 - Brain Disorders and Cognition (A)
",WI21,92,"
71
","
98.6%
","
100.0%
","
5.15
","
A- (3.72)
","
B+ (3.53)
"
"Saygin, Ayse P","
COGS 172 - Brain Disorders and Cognition (A)
",WI20,68,"
29
","
75.0%
","
39.3%
","
4.43
","
B+ (3.32)
","
A- (3.72)
"
"Saygin, Ayse P","
COGS 172 - Brain Disorders and Cognition (A)
",WI19,62,"
27
","
84.6%
","
84.0%
","
4.57
","
B+ (3.44)
","
B (3.05)
"
"Saygin, Ayse P","
COGS 172 - Brain Disorders and Cognition (A)
",WI18,63,"
28
","
81.5%
","
60.0%
","
5.58
","
B (3.16)
","
B- (2.92)
"
"Saygin, Ayse P","
COGS 172 - Brain Disorders and Cognition (A)
",WI17,63,"
31
","
80.0%
","
46.7%
","
4.64
","
B (3.27)
","
B (3.22)
"
"Miller, Luke","
COGS 172 - Brain Disorders and Cognition (A)
",WI15,47,"
19
","
100.0%
","
94.7%
","
4.71
","
B (3.26)
","
B+ (3.49)
"
"Amsel, Ben David","
COGS 172 - Brain Disorders and Cognition (A)
",WI14,66,"
27
","
96.2%
","
96.2%
","
4.65
","
B+ (3.32)
","
B+ (3.35)
"
"Saygin, Ayse P","
COGS 172 - Brain Disorders and Cognition (A)
",WI13,48,"
21
","
81.0%
","
85.7%
","
5.70
","
B (3.29)
","
B (3.27)
"
"Saygin, Ayse P                     ","
COGS 172 - Brain Disorders and Cognition  (A)
",FA10,62,"
30
","
86.7%
","
76.7%
","
5.63
","
B+ (3.38)
","
C+ (2.70)
"
"Chiba, Andrea                      ","
COGS 172 - Brain Disorders and Cognition  (A)
",WI10,34,"
16
","
93.8%
","
62.5%
","
3.38
","
B+ (3.47)
","
A- (3.74)
"
"Mullane, Mary D.                   ","
COGS 172 - Brain Disorders and Cognition  (A)
",SU09,15,"
9
","
100.0%
","
77.8%
","
5.83
","
A- (3.78)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Alfonso, Stephanie Isabel","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",FA21,52,"
22
","
81.8%
","
86.4%
","
4.68
","
B- (2.86)
","
C+ (2.37)
"
"Alfonso, Stephanie Isabel","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",FA20,68,"
25
","
88.0%
","
84.0%
","
5.62
","
B+ (3.32)
","
B (3.03)
"
"Alfonso, Stephanie Isabel","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",WI20,52,"
18
","
82.4%
","
82.4%
","
4.85
","
B (3.19)
","
B (3.07)
"
"Pineda, Jaime A","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",FA17,121,"
47
","
95.3%
","
95.2%
","
4.36
","
B+ (3.49)
","
B (3.30)
"
"Pineda, Jaime A","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",FA16,104,"
46
","
100.0%
","
97.6%
","
5.05
","
B (3.15)
","
B (3.18)
"
"Datko, Michael","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",S216,50,"
45
","
95.6%
","
93.3%
","
5.12
","
B+ (3.32)
","
B (3.09)
"
"Pineda, Jaime A","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",WI16,98,"
39
","
89.2%
","
86.5%
","
5.42
","
B (3.18)
","
B- (2.97)
"
"Datko, Michael","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",S215,24,"
19
","
100.0%
","
100.0%
","
3.45
","
B+ (3.53)
","
B (3.13)
"
"Datko, Michael","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",FA14,78,"
62
","
100.0%
","
96.5%
","
4.96
","
B (3.27)
","
B (3.07)
"
"Datko, Michael","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",S114,28,"
19
","
94.1%
","
94.1%
","
5.68
","
B (3.12)
","
B (3.08)
"
"Pineda, Jaime A","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",WI14,115,"
42
","
95.0%
","
97.5%
","
4.24
","
B+ (3.46)
","
B (3.08)
"
"Schalles, Matthew D","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",WI13,126,"
47
","
84.4%
","
82.2%
","
5.66
","
B- (2.86)
","
B- (2.97)
"
"Pineda, Jaime A                    ","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",SP10,156,"
78
","
97.4%
","
92.2%
","
4.58
","
B+ (3.44)
","
B- (2.92)
"
"Pineda, Jaime A","
COGS 174 - Drugs: Brain, Mind and Culture (A)
",WI09,87,"
49
","
98.0%
","
91.8%
","
3.81
","
B+ (3.52)
","
B- (2.85)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Pineda, Jaime A","
COGS 174GS - Drugs: Brain, Mind and Culture (A)
",S219,25,"
3
","
100.0%
","
100.0%
","
3.83
","
A (4.00)
","
B+ (3.65)
"
